"","pathway","genus","species","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","plog","plogn"
"105","PWY.5103..L.isoleucine.biosynthesis.III.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.54336075226326,0.173221221311503,4.53004836140986e-06,"strep_exposureY",9.40955759641419e-05,12,6,12.3047779427184,0.368300990651798
"106","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.4436458217923,0.16389147689017,5.01851521995125e-06,"strep_exposureY",0.000103258317874657,12,6,12.2023764409282,0.349307782190424
"107","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.53775156754686,0.175092013291013,5.15311663665794e-06,"strep_exposureY",0.000104400175790987,12,6,12.1759088541649,0.344398631601069
"108","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.5588021713182,0.177552822511724,5.16974735691269e-06,"strep_exposureY",0.000104400175790987,12,6,12.1726867377729,0.343801000440875
"109","PWY.6124..inosine.5..phosphate.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",3.11073954336445,0.355991532893349,5.39143812061852e-06,"strep_exposureY",0.000107878225147422,12,7,12.1306983959008,0.336013093855717
"110","PWY.6124..inosine.5..phosphate.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.5724441680058,0.297977713149037,6.0071511764995e-06,"strep_exposureY",0.000119105424690413,12,7,12.0225599356909,0.315955806789093
"111","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.75128534421028,0.205226181138591,6.66071069550735e-06,"strep_exposureY",0.00013087396420632,12,6,11.9192843680681,0.296800478492792
"112","ARO.PWY..chorismate.biosynthesis.I.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.79678540658119,0.210789184768216,6.72596671367334e-06,"strep_exposureY",0.000130976191093942,12,6,11.9095348935622,0.294992167106326
"113","UNINTEGRATED.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.30366931920743,0.389216352273918,6.98432830108842e-06,"strep_exposureY",0.000133647741526998,12,11,11.8718417329304,0.288000921422107
"114","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.99404837745629,0.353438372346178,7.10827052596599e-06,"strep_exposureY",0.000133647741526998,12,7,11.8542515890312,0.284738339681585
"115","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.99404837745629,0.353438372346178,7.10827052596599e-06,"strep_exposureY",0.000133647741526998,12,7,11.8542515890312,0.284738339681585
"116","PWY.7234..inosine.5..phosphate.biosynthesis.III.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.48505502336188,0.293226443116777,7.08104073088672e-06,"strep_exposureY",0.000133647741526998,12,7,11.8580896651735,0.285450217720364
"117","GLUTORN.PWY..L.ornithine.biosynthesis.I.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.08664081575726,0.248082745707283,7.57194635070646e-06,"strep_exposureY",0.00014114884607599,12,6,11.7910604098633,0.273017776819983
"118","VALSYN.PWY..L.valine.biosynthesis.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.87333889434747,0.342031321142264,7.6543036468297e-06,"strep_exposureY",0.000141474883506234,12,7,11.780242500095,0.271011294378277
"119","PWY.5686..UMP.biosynthesis.I.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.44537442664369,0.173185097283331,8.11239792866554e-06,"strep_exposureY",0.000146224296548922,12,6,11.7221170579959,0.260230313441507
"120","PWY.7790..UMP.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.44537442664369,0.173185097283331,8.11239792866554e-06,"strep_exposureY",0.000146224296548922,12,6,11.7221170579959,0.260230313441507
"121","PWY.7791..UMP.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.44537442664369,0.173185097283331,8.11239792866554e-06,"strep_exposureY",0.000146224296548922,12,6,11.7221170579959,0.260230313441507
"122","PWY.6936..seleno.amino.acid.biosynthesis..plants..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.76939248969594,0.213294546861859,8.55777810983593e-06,"strep_exposureY",0.00015298782014387,12,6,11.6686699681118,0.25031706312706
"123","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.54034299781599,0.189254596486556,1.01226624989869e-05,"strep_exposureY",0.000179044750463741,12,6,11.5007338359225,0.219168633552253
"124","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.74841556329722,0.214956350443571,1.01795273074295e-05,"strep_exposureY",0.000179044750463741,12,6,11.4951319813748,0.218129613720173
"125","PWY.1042..glycolysis.IV.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",2.00716515138693,0.250150199456294,1.14719073870214e-05,"strep_exposureY",0.000200161840088749,12,6,11.375609347098,0.195960814737884
"126","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.58991087285055,0.198942924764889,1.1881253940766e-05,"strep_exposureY",0.000205658847974688,12,6,11.3405486990303,0.189457841774615
"127","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.42328811397511,0.304235553945834,1.22334073285631e-05,"strep_exposureY",0.000210087097508631,12,6,11.3113400429338,0.184040283590219
"128","UNINTEGRATED.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",3.63482750945205,0.457241105409812,1.24462946640527e-05,"strep_exposureY",0.000210376570170673,12,11,11.2940875966956,0.180840337279448
"129","DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.92310721457831,0.241795101078957,1.23919085181018e-05,"strep_exposureY",0.000210376570170673,12,6,11.2984668372122,0.181652589312678
"130","PWY.822..fructan.biosynthesis.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.89777716918942,0.364835874948578,1.25396396708792e-05,"strep_exposureY",0.000210376570170673,12,9,11.286615757552,0.179454476760193
"131","TRNA.CHARGING.PWY..tRNA.charging.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.83797700893577,0.235271887950222,1.44905556066616e-05,"strep_exposureY",0.000241251158611671,12,6,11.1420134582218,0.152633955897144
"132","PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.79337276346912,0.233663547057685,1.69002505233531e-05,"strep_exposureY",0.00027923823023813,12,6,10.9881821122781,0.124101651484392
"133","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.82088908004223,0.240294214155006,1.88722140931622e-05,"strep_exposureY",0.000307166409979005,12,6,10.8778198714361,0.103631902409128
"134","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.82088908004223,0.240294214155006,1.88722140931622e-05,"strep_exposureY",0.000307166409979005,12,6,10.8778198714361,0.103631902409128
"135","PWY.1042..glycolysis.IV.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.04311687603,0.278519166564117,2.49512244741267e-05,"strep_exposureY",0.000403100893170891,12,6,10.5985876598517,0.0518405174095624
"136","PWY.1042..glycolysis.IV.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.42695386616892,0.332186151257259,2.58305444629952e-05,"strep_exposureY",0.000414238363777886,12,6,10.5639528723719,0.045416532144525
"137","PWY.6700..queuosine.biosynthesis.I..de.novo..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.65969175201315,0.227799476870199,2.64505891740627e-05,"strep_exposureY",0.000421085656851319,12,6,10.5402321248962,0.0410168593488222
"138","PWY.1042..glycolysis.IV.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.67978829723909,0.23091980470771,2.68074364508606e-05,"strep_exposureY",0.000423674049995122,12,6,10.5268312294281,0.0385312903215501
"139","PWY.4041...gamma..glutamyl.cycle.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.42541375759689,0.333818139846674,2.70815578351332e-05,"strep_exposureY",0.000424927177254859,12,7,10.5166575844281,0.0366443047117882
"140","THRESYN.PWY..superpathway.of.L.threonine.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.87107163722009,0.259212124586304,2.86353522804001e-05,"strep_exposureY",0.000446097880882519,12,6,10.4608685097531,0.0262966681376611
"141","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.48155581809596,0.207260148291533,3.1111325244165e-05,"strep_exposureY",0.000481232626649106,12,6,10.3779386493068,0.0109150174822315
"142","PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.84956869377037,0.269426036254383,4.37822575335974e-05,"strep_exposureY",0.000672458476625182,12,6,10.0362819017902,-0.0524547350542979
"143","PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.67298357748139,0.250925894131896,5.58782960678139e-05,"strep_exposureY",0.000852241704362951,12,6,9.7923345167424,-0.0977015669543864
"144","PWY.2941..L.lysine.biosynthesis.II.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",2.5025962291898,0.376806685581575,5.7696458283207e-05,"strep_exposureY",0.000873860941081073,12,6,9.76031476790768,-0.103640520523098
"145","PWY.2942..L.lysine.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",2.57417469549333,0.393469951066469,6.53659732584639e-05,"strep_exposureY",0.000983194397770412,12,6,9.63550872146497,-0.126789275335129
"146","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.86843804408911,0.439382838656991,6.65244260266571e-05,"strep_exposureY",0.000987005259619994,12,6,9.61794136907225,-0.130047629756463
"147","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.86843804408911,0.439382838656991,6.65244260266571e-05,"strep_exposureY",0.000987005259619994,12,6,9.61794136907225,-0.130047629756463
"148","PWY.6700..queuosine.biosynthesis.I..de.novo..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.88358209525755,0.292713428708072,7.49069794273218e-05,"strep_exposureY",0.00110386569007425,12,6,9.49926348850707,-0.152059745652434
"149","PWY.7234..inosine.5..phosphate.biosynthesis.III.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",2.00852680219801,0.322666960216977,9.82266686471465e-05,"strep_exposureY",0.00143780110281494,12,6,9.22823280465543,-0.202329929075789
"150","PWY0.1296..purine.ribonucleosides.degradation.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.94722829188364,0.475400343286244,0.000101524608258125,"strep_exposureY",0.00147616780407314,12,9,9.19520934297483,-0.20845504912628
"151","THRESYN.PWY..superpathway.of.L.threonine.biosynthesis.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.51444626245048,0.412281573738997,0.00011586851556717,"strep_exposureY",0.00167357107584105,12,6,9.06305449622948,-0.232966843480202
"152","PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",3.06457046497348,0.534425698016445,0.000189183579849301,"strep_exposureY",0.00271453544507451,12,8,8.57279269237858,-0.323899539567633
"153","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.35769387330941,0.413340164065611,0.000197219445172405,"strep_exposureY",0.00281134385569291,12,6,8.53119351430609,-0.331615264895285
"154","PWY.702..L.methionine.biosynthesis.II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.78057134981714,0.488189163680432,0.000199487873392643,"strep_exposureY",0.00282521462252827,12,6,8.51975710848112,-0.333736464644165
"155","PENTOSE.P.PWY..pentose.phosphate.pathway.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.74810365549139,0.368516692226416,0.000787787165775017,"strep_exposureY",0.011084927797131,12,9,7.14628259878254,-0.588485537880631
"156","COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.06009340602852,0.229458569414535,0.00095061912853918,"strep_exposureY",0.0132903866624612,12,5,6.95839707139143,-0.623334138010775
"157","PWY.7237..myo...chiro..and.scyllo.inositol.degradation.g","Blautia","Blautia_obeum","strep_exposure","Y",1.1154376754488,0.242534267209838,0.000981481849696973,"strep_exposureY",0.0136344707910134,12,5,6.92644703683141,-0.629260161127014
"158","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.20404736196601,0.262711552903821,0.00100575177121037,"strep_exposureY",0.0138831937532267,12,5,6.90201998605179,-0.633790837527679
"159","PWY.7238..sucrose.biosynthesis.II.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",3.50044485716885,0.764814321357663,0.00101551534093979,"strep_exposureY",0.0139298047710043,12,6,6.89235907027331,-0.63558272323346
"160","COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.05224036091675,0.2339341543946,0.00114660950079634,"strep_exposureY",0.0156297207577301,12,5,6.77094595146437,-0.658102165186638
"161","PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.16816202043726,0.708596352650999,0.00119549666832298,"strep_exposureY",0.0161948958609468,12,6,6.72919355791797,-0.665846308588093
"162","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",3.05454691534521,0.689339923137902,0.0012719188523384,"strep_exposureY",0.0171237964009262,12,6,6.66722861143066,-0.677339432471589
"163","PWY.5941..glycogen.degradation.II.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.32912015314883,0.300509674050926,0.00128831134920875,"strep_exposureY",0.017174533707907,12,5,6.65442294976001,-0.679714598825055
"164","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.26812453355485,0.286976904618048,0.00129631347139299,"strep_exposureY",0.017174533707907,12,5,6.64823083422452,-0.680863098984978
"165","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.29833592205716,0.293912439329524,0.001299311353418,"strep_exposureY",0.017174533707907,12,5,6.64592088301017,-0.681291543726341
"166","HISTSYN.PWY..L.histidine.biosynthesis.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.53451252545278,0.361520339080754,0.00170396103475188,"strep_exposureY",0.0218797878723122,12,5,6.37479971776611,-0.731578509442124
"167","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.06977368574837,0.487280317351887,0.00169591535810486,"strep_exposureY",0.0218797878723122,12,6,6.37953264963561,-0.73070065550386
"168","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_xylanisolvens","strep_exposure","Y",-2.38563882508696,0.562112366462654,0.00170543967826368,"strep_exposureY",0.0218797878723122,12,6,6.37393232567644,-0.731739391445698
"169","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_xylanisolvens","strep_exposure","Y",-2.38563882508696,0.562112366462654,0.00170543967826368,"strep_exposureY",0.0218797878723122,12,6,6.37393232567644,-0.731739391445698
"170","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..g","Escherichia","Escherichia_coli","strep_exposure","Y",-0.928589035337531,0.218636005064152,0.00169701983247827,"strep_exposureY",0.0218797878723122,12,12,6.37888160601091,-0.73082140966337
"171","PWY.7238..sucrose.biosynthesis.II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",2.62846523961572,0.620305892651262,0.00172357872437926,"strep_exposureY",0.0219831882916442,12,6,6.36335249601005,-0.733701715306447
"172","TRNA.CHARGING.PWY..tRNA.charging.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.3729069378168,0.326356962189688,0.00180917848276424,"strep_exposureY",0.0229408039006326,12,5,6.31488241366355,-0.742691841057071
"173","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.20686421419006,0.288917493508681,0.00189615121866149,"strep_exposureY",0.02376727475805,12,5,6.2679291216517,-0.751400635826071
"174","PWY.5941..glycogen.degradation.II.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.39128535479693,0.333010551115334,0.00189401693457197,"strep_exposureY",0.02376727475805,12,5,6.26905534309034,-0.751191746716207
"175","HEME.BIOSYNTHESIS.II..heme.b.biosynthesis.I..aerobic..unclassified",NA,NA,"strep_exposure","Y",1.48628070501206,0.361674114476958,0.00211241738503011,"strep_exposureY",0.0263267560957181,12,8,6.15992230717573,-0.771433505527465
"176","PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.90370502341635,0.464904882776472,0.0021624066339877,"strep_exposureY",0.0267966412995862,12,6,6.1365334951249,-0.77577161166047
"177","PWY.702..L.methionine.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.11507283899364,0.51948846703747,0.00224492560582463,"strep_exposureY",0.0276620494141442,12,6,6.0990828960543,-0.782717867552383
"178","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.36662469684578,0.337879364372967,0.00234340538470947,"strep_exposureY",0.0285528890729126,12,5,6.05615011491368,-0.790680946684764
"179","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.36662469684578,0.337879364372967,0.00234340538470947,"strep_exposureY",0.0285528890729126,12,5,6.05615011491368,-0.790680946684764
"180","PWY.7858...5Z..dodecenoate.biosynthesis.II.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.59390020061255,0.395280959268333,0.00239056164402226,"strep_exposureY",0.0289656385867364,12,6,6.03622694314745,-0.79437625337414
"181","HSERMETANA.PWY..L.methionine.biosynthesis.III.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",2.70716307613942,0.675091282445881,0.00247777542407883,"strep_exposureY",0.0297186475648716,12,7,6.00039412777608,-0.801022446254206
"182","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.34065070062522,0.334366652014922,0.00247996050289162,"strep_exposureY",0.0297186475648716,12,5,5.99951264518545,-0.801185941733337
"183","THRESYN.PWY..superpathway.of.L.threonine.biosynthesis.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.74807705396879,0.440490454665247,0.00264985242701931,"strep_exposureY",0.0315810281056236,12,5,5.93325132845188,-0.813475947052045
"184","PWY.7238..sucrose.biosynthesis.II.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.00038495505976,0.508530471948983,0.00280354922574932,"strep_exposureY",0.0332312003334743,12,5,5.87686908387829,-0.823933603492473
"185","PWY.7664..oleate.biosynthesis.IV..anaerobic..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.68328085942281,0.429059627580228,0.0028515759380864,"strep_exposureY",0.0336177682214402,12,6,5.85988347679596,-0.827084057055337
"186","FASYN.ELONG.PWY..fatty.acid.elongation....saturated.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.60175219411078,0.418454544022929,0.00333091990837539,"strep_exposureY",0.039057722151434,12,6,5.70450676437807,-0.855902992690096
"187","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.57309728791888,0.417044065544444,0.00364944204544921,"strep_exposureY",0.0425638133749985,12,6,5.61318098733316,-0.872841899746985
"188","PWY0.1479..tRNA.processing.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.56903079743955,0.417309700743977,0.00372294195103242,"strep_exposureY",0.0431900872085198,12,5,5.59324107620011,-0.876540311217816
"189","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.27975766714536,0.343693097070621,0.00395211353904965,"strep_exposureY",0.0456061356014142,12,5,5.53350476999259,-0.887620071735741
"190","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",2.20900451003754,0.595225284741493,0.00403327813199752,"strep_exposureY",0.0462977873994031,12,5,5.51317580142282,-0.891390644736138
"191","PWY.6703..preQ0.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.5099105630026,0.410404430720796,0.00425283903263037,"strep_exposureY",0.0485625231945908,12,5,5.46016851138589,-0.901222321928783
"192","NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.78859004413053,0.4982937634306,0.00493377744992979,"strep_exposureY",0.0557542415455796,12,9,5.31165036729765,-0.928769145184778
"193","PWY.8073..lipid.IVA.biosynthesis..P..putida..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.78859004413053,0.4982937634306,0.00493377744992979,"strep_exposureY",0.0557542415455796,12,9,5.31165036729765,-0.928769145184778
"194","PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.40111654271675,0.396795831187555,0.0054370374593551,"strep_exposureY",0.0611246324683169,12,6,5.21452095113175,-0.946784498638764
"195","PWY.6519..8.amino.7.oxononanoate.biosynthesis.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.15648297002806,0.329296381445618,0.0056130509507842,"strep_exposureY",0.0627798160187709,12,6,5.18266086578121,-0.952693838170712
"196","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g","Bifidobacterium","Bifidobacterium_longum","strep_exposure","Y",-0.348251973752013,0.100148698924273,0.0059475165906455,"strep_exposureY",0.0660052220051018,12,12,5.12478152627521,-0.963429172532272
"197","ARO.PWY..chorismate.biosynthesis.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.99853834727479,0.574970131443236,0.00596195723750805,"strep_exposureY",0.0660052220051018,12,10,5.12235645625985,-0.963878969259173
"198","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.19425152557774,0.356693629494133,0.00738875637709576,"strep_exposureY",0.0813882710022518,12,6,4.90779584274425,-1.00367520651016
"199","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.70494477898921,0.537428955080717,0.00994685371919922,"strep_exposureY",0.109015517394842,12,10,4.61049898694199,-1.05881718254025
"200","UNINTEGRATED.g","Bacteroides","Bacteroides_faecis","strep_exposure","Y",-1.87000898449896,0.590413797679271,0.0100338194387544,"strep_exposureY",0.109418800979617,12,8,4.60179394802375,-1.06043177427912
"201","PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.64353899053305,0.520665256053179,0.010217443345751,"strep_exposureY",0.110866885259119,12,10,4.58365888736617,-1.06379542599816
"202","DARABCATK12.PWY..D.arabinose.degradation.I.g","Klebsiella","Klebsiella_oxytoca","strep_exposure","Y",-0.818243318059423,0.264131475533174,0.0112916716591848,"strep_exposureY",0.121916514300406,12,4,4.48368984630865,-1.0823374669184
"203","NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.III..to.nicotinamide.riboside..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.43176386572296,0.464449497072817,0.0115869922142236,"strep_exposureY",0.123274292776691,12,7,4.45787217090809,-1.08712607335775
"204","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.unclassified",NA,NA,"strep_exposure","Y",1.66139795599989,0.538051472097642,0.0114868535355618,"strep_exposureY",0.123274292776691,12,8,4.46655206835181,-1.08551614480504
"205","PWY0.1477..ethanolamine.utilization.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.53687661564149,0.498089451678681,0.0115312072469874,"strep_exposureY",0.123274292776691,12,11,4.46269824532653,-1.08623094354151
"206","PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I.unclassified",NA,NA,"strep_exposure","Y",1.27442885443675,0.413851563604724,0.0116518911517518,"strep_exposureY",0.123362983504712,12,8,4.45228678152215,-1.08816203926733
"207","GALACTARDEG.PWY..D.galactarate.degradation.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.46733852008371,0.480803157577198,0.012213128386906,"strep_exposureY",0.128061697172318,12,11,4.4052438085332,-1.09688746786946
"208","GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.46733852008371,0.480803157577198,0.012213128386906,"strep_exposureY",0.128061697172318,12,11,4.4052438085332,-1.09688746786946
"209","GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.12040362041598,0.367753610348988,0.0123226831629793,"strep_exposureY",0.128592210423243,12,6,4.39631355538652,-1.09854383185498
"210","PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",0.90765809910054,0.298374722314745,0.0124199554092927,"strep_exposureY",0.128990108322226,12,4,4.38845079271733,-1.10000220002192
"211","PWY.6630..superpathway.of.L.tyrosine.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",0.880646168973467,0.290293562696134,0.0125986072724291,"strep_exposureY",0.130225414507905,12,4,4.37416900506823,-1.10265115502041
"212","PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic..unclassified",NA,NA,"strep_exposure","Y",-1.01866993251822,0.338660450469658,0.0131638823829103,"strep_exposureY",0.134790739329236,12,10,4.33027838269405,-1.11079189246741
"213","PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic..unclassified",NA,NA,"strep_exposure","Y",-1.01866993251822,0.338660450469658,0.0131638823829103,"strep_exposureY",0.134790739329236,12,10,4.33027838269405,-1.11079189246741
